neu [sound:german-neu.mp3]	new
Nachrichten (nur Plural) [sound:german-die Nachrichten.mp3]	news
die Zeitung [sound:german-die Zeitung.mp3]	newspaper
das Gesicht [sound:german-das Gesicht.mp3]	face
Möglichkeiten [sound:german-Möglichkeiten.mp3]	facilities
die Tatsache [sound:german-die Tatsache.mp3]	fact
der Faktor [sound:german-der Faktor.mp3]	factor
die Fabrik [sound:german-die Fabrik.mp3]	factory
fehlschlagen [sound:german-fehlschlagen.mp3]	fail
das Versagen [sound:german-das Versagen.mp3]	failure
ehrlich [sound:german-ehrlich.mp3]	fair
eher [sound:german-eher.mp3]	fairly
das Märchen [sound:german-das Märchen.mp3]	fairy tale
fallen [sound:german-fallen.mp3]	fall
falsch [sound:german-falsch.mp3]	false,
gewohnt, vertraut [sound:german-gewohnt, vertraut.mp3]	familiar
die Familie [sound:german-die Familie.mp3]	family
weit [sound:german-weit.mp3]	far
der Bauernhof [sound:german-der Bauernhof.mp3]	farm
die Mode [sound:german-die Mode.mp3]	fashion
schnell [sound:german-schnell.mp3]	fast
fett [sound:german-fett.mp3]	fat
der Vater [sound:german-der Vater.mp3]	father
der Gefallen [sound:german-der Gefallen.mp3]	favor
die Angst [sound:german-die Angst.mp3]	fear
Eigenschaften [sound:german-Eigenschaften.mp3]	features
der Februar [sound:german-der Februar.mp3]	February
ernähren, dieüttern [sound:german-ernähren, dieüttern.mp3]	feed
sich fühlen [sound:german-sich fühlen.mp3]	feel (good)
das Gefühl [sound:german-das Gefühl.mp3]	feeling
beglückwünschen [sound:german-beglückwünschen.mp3]	felicitate
weiblich [sound:german-weiblich.mp3]	female
holen [sound:german-holen.mp3]	fetch
das Feld [sound:german-das Feld.mp3]	field
fünfzehn [sound:german-fünfzehn.mp3]	fifteen
fünfzig [sound:german-fünfzig.mp3]	fifty
die Feige [sound:german-die Feige.mp3]	fig
der Kampf [sound:german-der Kampf.mp3]	fight
herausfinden [sound:german-herausfinden.mp3]	figure out
die Akte [sound:german-die Akte.mp3]	file
füllen [sound:german-füllen.mp3]	fill
der Film [sound:german-der Film.mp3]	film
finden [sound:german-finden.mp3]	find
fein, schön [sound:german-fein, schön.mp3]	fine
der Finger [sound:german-der Finger.mp3]	finger
beenden [sound:german-beenden.mp3]	finish (verb)
das Feuer [sound:german-das Feuer.mp3]	fire (noun)
der Fisch [sound:german-der Fisch.mp3]	fish
fünf [sound:german-fünf.mp3]	five
Wohnung [sound:german-Wohnung.mp3]	flat
flach [sound:german-flach.mp3]	flat (adj.)
Fleisch [sound:german-Fleisch.mp3]	flesh (body)
das Mehl [sound:german-das Mehl.mp3]	flour
fliessen [sound:german-fliessen.mp3]	flow
die Blume [sound:german-die Blume.mp3]	flower
die Fliege [sound:german-die Fliege.mp3]	fly (insect)
fliegen [sound:german-fliegen.mp3]	fly (verb)
folgen [sound:german-folgen.mp3]	to follow
die Nahrung / das Essen [sound:german-die Nahrung / das Essen.mp3]	food
der Fuss [sound:german-der Fuss.mp3]	foot
für [sound:german-für.mp3]	for
verboten [sound:german-verboten.mp3]	forbidden
die Kraft [sound:german-die Kraft.mp3]	force
fremd, ausländisch [sound:german-fremd, ausländisch.mp3]	foreign
der Wald [sound:german-der Wald.mp3]	forest
vergessen [sound:german-vergessen.mp3]	forget
vergeben [sound:german-vergeben.mp3]	forgive
die Gabel [sound:german-die Gabel.mp3]	fork
die Form [sound:german-die Form.mp3]	form
früherer [sound:german-früherer.mp3]	former
vierzig [sound:german-vierzig.mp3]	forty
der Brunnen [sound:german-der Brunnen.mp3]	fountain
vier [sound:german-vier.mp3]	four
vierzehn [sound:german-vierzehn.mp3]	fourteen
der Fuchs [sound:german-der Fuchs.mp3]	fox
der Rahmen [sound:german-der Rahmen.mp3]	frame
gratis [sound:german-gratis.mp3]	free
frei [sound:german-frei.mp3]	free (not occupied)
häufig [sound:german-häufig.mp3]	frequently
frisch [sound:german-frisch.mp3]	fresh
der Freitag [sound:german-der Freitag.mp3]	Friday
der Freund / die diereundin [sound:german-der Freund / die diereundin.mp3]	friend
freundlich [sound:german-freundlich.mp3]	friendly
erschrecken [sound:german-erschrecken.mp3]	frighten
von [sound:german-von.mp3]	from
die Vorderseite [sound:german-die Vorderseite.mp3]	front
voll [sound:german-voll.mp3]	full
lustig [sound:german-lustig.mp3]	funny
die Möbel (nur Plural) [sound:german-die Möbel.mp3]	furniture
die Zukunft [sound:german-die Zukunft.mp3]	future
die Seite [sound:german-die Seite.mp3]	page
der Schmerz [sound:german-der Schmerz.mp3]	pain
das Gemälde [sound:german-das Gemälde.mp3]	painting
das Paar [sound:german-das Paar.mp3]	pair
bleich [sound:german-Bleich.mp3]	pale (adj)
das Papier [sound:german-das Papier.mp3]	paper
Eltern, pl [sound:german-Eltern, pl.mp3]	parents
der Park [sound:german-der Park.mp3]	park
Parkieren [sound:german-Parkieren.mp3]	parking
der Teil [sound:german-der Teil.mp3]	part
Besonders [sound:german-Besonders.mp3]	particular
teilweise [sound:german-teilweise.mp3]	partly
die Party [sound:german-die Party.mp3]	party
der Pass [sound:german-der Pass.mp3]	passport
die Vergangenheit [sound:german-die Vergangenheit.mp3]	past
geduldig [sound:german-geduldig.mp3]	patient
das Muster [sound:german-das Muster.mp3]	pattern
zahlen [sound:german-zahlen.mp3]	pay
die Zahlung [sound:german-die Zahlung.mp3]	payment
die Erbe [sound:german-die Erbe.mp3]	pea
der Frieden [sound:german-der Frieden.mp3]	peace
die Birne [sound:german-die Birne.mp3]	pear
der Kugelschreiber [sound:german-der Kugelschreiber.mp3]	pen
die Leute (pl) [sound:german-die Leute.mp3]	people
Leistung,Vorstellung, die [sound:german-Leistung,Vorstellung, die.mp3]	performance
Punkt(Zeichen), der [sound:german-Punkt(Zeichen), der.mp3]	period
die Person [sound:german-die Person.mp3]	person
persönlich [sound:german-persönlich.mp3]	personal
pflücken [sound:german-pflücken.mp3]	pick
das Stück [sound:german-das Stück.mp3]	piece
das Schwein [sound:german-das Schwein.mp3]	pig
der Ort / die Stelle [sound:german-der Ort / die Stelle.mp3]	place, spot
der Plan [sound:german-der Plan.mp3]	plan
die Pflanze [sound:german-die Pflanze.mp3]	plant
der Teller [sound:german-der Teller.mp3]	plate
spielen [sound:german-spielen.mp3]	play
angenehm [sound:german-angenehm.mp3]	pleasant
bitte [sound:german-bitte.mp3]	please
das Vergnügen [sound:german-das Vergnügen.mp3]	pleasure
sehr viel [sound:german-sehr viel.mp3]	plenty
der Punkt [sound:german-der Punkt.mp3]	point
die Polizei [sound:german-die Polizei.mp3]	police
das Schwimmbecken [sound:german-das Schwimmbecken.mp3]	pool
arm [sound:german-arm.mp3]	poor
beliebt [sound:german-beliebt.mp3]	popular
die Bevölkerung [sound:german-die Bevölkerung.mp3]	population
das Schweinefleisch [sound:german-das Schweinefleisch.mp3]	pork
die Lage [sound:german-die Lage.mp3]	position
möglich [sound:german-möglich.mp3]	possible
das Postbüro [sound:german-das Postbüro.mp3]	post office
die Postkarte [sound:german-die Postkarte.mp3]	postcard
der Topf [sound:german-der Topf.mp3]	pot
die Kartoffel [sound:german-die Kartoffel.mp3]	potato
Macht, die,Kraft, die [sound:german-Macht, die,Kraft, die.mp3]	power
mächtig [sound:german-mächtig.mp3]	powerful
die Uebung [sound:german-die Uebung.mp3]	practice
beten, bitten [sound:german-beten, bitten.mp3]	pray
vorbereiten [sound:german-vorbereiten.mp3]	prepare
das Geschenk [sound:german-das Geschenk.mp3]	present
der Präsident [sound:german-der Präsident.mp3]	president
der Druck [sound:german-der Druck.mp3]	pressure
hübsch [sound:german-hübsch.mp3]	pretty
vorbeugen [sound:german-vorbeugen.mp3]	prevent
der Preis [sound:german-der Preis.mp3]	price
das Produkt [sound:german-das Produkt.mp3]	product
das Programm [sound:german-das Programm.mp3]	program
der Fortschritt [sound:german-der Fortschritt.mp3]	progress
versprechen [sound:german-versprechen.mp3]	promise
das Eigentum [sound:german-das Eigentum.mp3]	property
Vorschlag [sound:german-Vorschlag.mp3]	proposal
vorschlagen [sound:german-vorschlagen.mp3]	to propose
der Schutz [sound:german-der Schutz.mp3]	protection
stolz [sound:german-stolz.mp3]	proud
beweisen [sound:german-beweisen.mp3]	prove
liefern [sound:german-liefern.mp3]	provide
die Zwetschge [sound:german-die Zwetschge.mp3]	prune
öffentlich [sound:german-öffentlich.mp3]	public
veröffentlichen [sound:german-veröffentlichen.mp3]	publish
ziehen [sound:german-ziehen.mp3]	pull
rein [sound:german-rein.mp3]	pure
purpurfarbig [sound:german-purpurfarbig.mp3]	purple
der Zweck [sound:german-der Zweck.mp3]	purpose
stossen [sound:german-stossen.mp3]	push
legen, stellen [sound:german-legen, stellen.mp3]	to put
die Qualität [sound:german-die Qualität.mp3]	quality
die Königin [sound:german-die Königin.mp3]	queen
die Frage [sound:german-die Frage.mp3]	question
ruhig [sound:german-ruhig.mp3]	quiet
ganz [sound:german-ganz.mp3]	quite
das Kaninchen [sound:german-das Kaninchen.mp3]	rabbit
die Rasse [sound:german-die Rasse.mp3]	race
das Radio [sound:german-das Radio.mp3]	radio
die Eisenbahn [sound:german-die Eisenbahn.mp3]	railroad
der Regen [sound:german-der Regen.mp3]	rain
regnen [sound:german-regnen.mp3]	rain (verb)
aufziehen [sound:german-aufziehen.mp3]	raise
der Bereich [sound:german-der Bereich.mp3]	range
selten [sound:german-selten.mp3]	rare
der Kurs [sound:german-der Kurs.mp3]	rate (noun)
roh [sound:german-roh.mp3]	raw
lesen [sound:german-lesen.mp3]	read
bereit [sound:german-bereit.mp3]	ready
wirklich [sound:german-wirklich.mp3]	real
die Wirklichkeit [sound:german-die Wirklichkeit.mp3]	reality
erkennen,ausführen [sound:german-erkennen,ausführen.mp3]	realize
die Hinterseite [sound:german-die Hinterseite.mp3]	rear
der Grund [sound:german-der Grund.mp3]	reason
vernünftig [sound:german-vernünftig.mp3]	reasonable
erhalten, bekommen [sound:german-erhalten, bekommen.mp3]	receive
kürzlich [sound:german-kürzlich.mp3]	recently
erkennen [sound:german-erkennen.mp3]	recognize
die Schallplatte [sound:german-die Schallplatte.mp3]	record
sich erholen [sound:german-sich erholen.mp3]	recover
rot [sound:german-rot.mp3]	red
verringern [sound:german-verringern.mp3]	reduce
der Kühlschrank [sound:german-der Kühlschrank.mp3]	refrigerator
ablehnen [sound:german-ablehnen.mp3]	refuse
der Hinblick [sound:german-der Hinblick.mp3]	regard
Gegend [sound:german-Gegend.mp3]	region
regelmässig, üblich [sound:german-regelmässig, üblich.mp3]	regular
das Verhältnis [sound:german-das Verhältnis.mp3]	relation
verhältnismässig [sound:german-verhältnismässig.mp3]	relatively
die Erleichterung [sound:german-die Erleichterung.mp3]	relief
die Religion [sound:german-die Religion.mp3]	religion
zurückbleiben [sound:german-zurückbleiben.mp3]	remain
die Bemerkung [sound:german-die Bemerkung.mp3]	remark
sich erinnern [sound:german-sich erinnern.mp3]	remember
entfernen [sound:german-entfernen.mp3]	remove
wiederholen [sound:german-wiederholen.mp3]	to repeat
antworten [sound:german-antworten.mp3]	reply
berichten [sound:german-berichten.mp3]	report
darstellen [sound:german-darstellen.mp3]	represent
erfordern [sound:german-erfordern.mp3]	require
Forschen [sound:german-Forschen.mp3]	research (do ~)
die Forschung [sound:german-die Forschung.mp3]	research (noun)
verantwortlich [sound:german-verantwortlich.mp3]	responsible
sich ausruhen [sound:german-sich ausruhen.mp3]	rest
das Restaurant [sound:german-das Restaurant.mp3]	restaurant
das Ergebnis [sound:german-das Ergebnis.mp3]	result
zurückkehren [sound:german-zurückkehren.mp3]	return
der Reis [sound:german-der Reis.mp3]	rice
reich [sound:german-reich.mp3]	rich
rechts [sound:german-rechts.mp3]	right (direction)
richtig [sound:german-rechtig.mp3]	right (fair)
läuten [sound:german-läuten.mp3]	ring
aufstehen [sound:german-aufstehen.mp3]	rise
das Risiko [sound:german-das Risiko.mp3]	risk
Fluss [sound:german-Fluss.mp3]	river
der Fels [sound:german-der Fels.mp3]	rock
die Rolle [sound:german-die Rolle.mp3]	role
das Dach [sound:german-das Dach.mp3]	roof
das Zimmer [sound:german-das Zimmer.mp3]	room
rund [sound:german-rund.mp3]	round
die Regel [sound:german-die Regel.mp3]	rule
laufen, rennen [sound:german-laufen, rennen.mp3]	run
traurig [sound:german-traurig.mp3]	sad
sicher [sound:german-sicher.mp3]	safe
der Salat [sound:german-der Salat.mp3]	salad
das Salz [sound:german-das Salz.mp3]	salt
die Probe [sound:german-die Probe.mp3]	sample
zufrieden [sound:german-zufrieden.mp3]	satisfied
der Samstag [sound:german-der Samstag.mp3]	Saturday
die Wurst [sound:german-die Wurst.mp3]	sausage
retten, sichern [sound:german-retten, sichern.mp3]	save
sagen [sound:german-sagen.mp3]	say
Szene [sound:german-Szene.mp3]	scene
die Schule [sound:german-die Schule.mp3]	school
die Wissenschaft [sound:german-die Wissenschaft.mp3]	science
die Schere [sound:german-die Schere.mp3]	scissors
die Schraube [sound:german-die Schraube.mp3]	screw
das Meer [sound:german-das Meer.mp3]	sea
suchen [sound:german-suchen.mp3]	search
die Jahreszeit [sound:german-die Jahreszeit.mp3]	season
der Sitz [sound:german-der Sitz.mp3]	seat
das Geheimnis [sound:german-das Geheimnis.mp3]	secret
die Sekretärin [sound:german-die Sekretärin.mp3]	secretary
sehen [sound:german-sehen.mp3]	see
scheinen [sound:german-scheinen.mp3]	seem
auswählen [sound:german-auswählen.mp3]	select
verkaufen [sound:german-verkaufen.mp3]	sell
senden, schicken [sound:german-senden, schicken.mp3]	send
der Sinn / das Gefühl [sound:german-der Sinn / das Gefühl.mp3]	sense
der September [sound:german-der September.mp3]	September
ernsthaft [sound:german-ernsthaft.mp3]	serious
dienen als [sound:german-dienen als.mp3]	serve as
der Dienst [sound:german-der Dienst.mp3]	service
abgemacht [sound:german-abgemacht.mp3]	settled
sieben [sound:german-sieben.mp3]	seven
siebzehn [sound:german-siebzehn.mp3]	seventeen
siebzig [sound:german-siebzig.mp3]	seventy
mehrere [sound:german-mehrere.mp3]	several
das Geschlecht [sound:german-das Geschlecht.mp3]	sex
sexuell [sound:german-sexuell.mp3]	sexual
der Schatten, - [sound:german-der Schatten.mp3]	shadow
sollen [sound:german-sollen.mp3]	shall
teilen [sound:german-teilen.mp3]	share
scharf [sound:german-scharf.mp3]	sharp
sich rasieren [sound:german-sich rasieren.mp3]	shave
sie [sound:german-sie.mp3]	she
das Schaf [sound:german-das Schaf.mp3]	sheep
das Obdach [sound:german-das Obdach.mp3]	shelter
das Schiff [sound:german-das Schiff.mp3]	ship
das Hemd [sound:german-das Hemd.mp3]	shirt
Schuhe, pl [sound:german-Schuhe, pl.mp3]	shoes
schiessen [sound:german-schiessen.mp3]	shoot
der Laden [sound:german-der Laden.mp3]	shop
Schuss [sound:german-Schuss.mp3]	shot
die Schulter [sound:german-die Schulter.mp3]	shoulder
zeigen [sound:german-zeigen.mp3]	show
krank [sound:german-krank.mp3]	sick, ill
das Zeichen [sound:german-das Zeichen.mp3]	sign (noun)
unterschreiben [sound:german-unterschreiben.mp3]	sign (verb)
das Signal [sound:german-das Signal.mp3]	signal
bedeuten [sound:german-bedeuten.mp3]	signify
die Ruhe [sound:german-die Ruhe.mp3]	silence
das Silber [sound:german-das Silber.mp3]	silver
gleich [sound:german-gleich.mp3]	similar
einfach [sound:german-einfach.mp3]	simple
die Sünde [sound:german-die Sünde.mp3]	sin
seit [sound:german-seit.mp3]	since
singen [sound:german-singen.mp3]	sing
die Schwester [sound:german-die Schwester.mp3]	sister
sich setzen [sound:german-sich setzen.mp3]	sit
sechs [sound:german-sechs.mp3]	six
sechzehn [sound:german-sechzehn.mp3]	sixteen
sechzig [sound:german-sechzig.mp3]	sixty
die Größe [sound:german-die Grösse.mp3]	size
die Haut [sound:german-die Haut.mp3]	skin
der Rock [sound:german-der Rock.mp3]	skirt
der Himmel [sound:german-der Himmel.mp3]	sky
schlafen [sound:german-schlafen.mp3]	sleep
geringfügig [sound:german-geringfügig.mp3]	slight
langsam [sound:german-langsam.mp3]	slow
riechen [sound:german-riechen.mp3]	smell
lächeln [sound:german-lächeln.mp3]	smile
der Schmied [sound:german-der Schmied.mp3]	smith
rauchen [sound:german-rauchen.mp3]	to smoke
weich, glatt [sound:german-weich, glatt.mp3]	smooth
die Schnecke [sound:german-die Schnecke.mp3]	snail
die Schlange(n) [sound:german-die Schlange.mp3]	snake
der Schnee [sound:german-der Schnee.mp3]	snow
so [sound:german-so.mp3]	so
die Seife [sound:german-die Seife.mp3]	soap
die Gesellschaft [sound:german-die Gesellschaft.mp3]	society
weich [sound:german-weich.mp3]	soft
Boden(Erde), der [sound:german-Boden(Erde), der.mp3]	soil
der Soldat [sound:german-der Soldat.mp3]	soldier
fest [sound:german-fest.mp3]	solid
die Lösung [sound:german-die Lösung.mp3]	solution
einige [sound:german-einige.mp3]	some (object)
jemand [sound:german-jemand.mp3]	somebody
manchmal [sound:german-manchmal.mp3]	sometimes
der Sohn [sound:german-der Sohn.mp3]	son
das Lied [sound:german-das Lied.mp3]	song
bald [sound:german-bald.mp3]	soon
der Klang [sound:german-der Klang.mp3]	sound
die Suppe [sound:german-die Suppe.mp3]	soup
sauer [sound:german-sauer.mp3]	sour
die Quelle [sound:german-die Quelle.mp3]	source
Süden [sound:german-Süden.mp3]	south
der Raum [sound:german-der Raum.mp3]	space
sprechen [sound:german-sprechen.mp3]	speak
die Geschwindigkeit [sound:german-die Geschwindigkeit.mp3]	speed
ausgeben [sound:german-ausgeben.mp3]	spend
der Stall [sound:german-der Stall.mp3]	spider
der Geist [sound:german-der Geist.mp3]	spirit
prächtig [sound:german-prächtig.mp3]	splendid
der Löffel [sound:german-der Löffel.mp3]	spoon
die Stelle / der Ort [sound:german-die Stelle / der Ort.mp3]	spot
ausbreiten [sound:german-ausbreiten.mp3]	spread
der Frühling [sound:german-der Frühling.mp3]	spring
der Platz [sound:german-der Platz.mp3]	square
das Personal [sound:german-das Personal.mp3]	staff
die Bühne [sound:german-die Bühne.mp3]	stage
die Treppe [sound:german-die Treppe.mp3]	stairs
die Briefmarke [sound:german-die Briefmarke.mp3]	stamp
stehen [sound:german-stehen.mp3]	stand
der Stern [sound:german-der Stern.mp3]	star
starren, blicken [sound:german-starren, blicken.mp3]	to stare
der Staat [sound:german-der Staat.mp3]	state
der Bahnhof [sound:german-der Bahnhof.mp3]	station
bleiben [sound:german-bleiben.mp3]	stay
der Stahl [sound:german-der Stahl.mp3]	steel
der Schritt [sound:german-der Schritt.mp3]	step
immer noch [sound:german-immer noch.mp3]	still
rühren [sound:german-rühren.mp3]	stir
die Aktie [sound:german-die Aktie.mp3]	stock
der Magen [sound:german-der Magen.mp3]	stomach
der Stein [sound:german-der Stein.mp3]	stone
die Haltestelle [sound:german-die Haltestelle.mp3]	stop
anhalten [sound:german-anhalten.mp3]	stop (verb)
der Sturm [sound:german-der Sturm.mp3]	storm
der Ofen [sound:german-der Ofen.mp3]	stove
geradeaus [sound:german-geradeaus.mp3]	straight
fremd, seltsam [sound:german-fremd, seltsam.mp3]	strange
die Erdbeere [sound:german-die Erdbeere.mp3]	strawberry
der Strom / der Fluss [sound:german-der Strom.mp3]&nbsp;<span style=" font-style: normal; font-weight: normal;">[sound:german-der Fluss.mp3]</span>	stream
Strasse [sound:german-Strasse.mp3]	street
Kraft, die , Stärke, die [sound:german-Kraft, die , Stärke, die.mp3]	strength
stark [sound:german-stark.mp3]	strong
streiten,kämpfen [sound:german-streiten,kämpfen.mp3]	struggle
studieren [sound:german-studieren.mp3]	study
der Erfolg [sound:german-der Erfolg.mp3]	success
erfolgreich [sound:german-erfolgreich.mp3]	successful
plötzlich [sound:german-plötzlich.mp3]	suddenly
genügend [sound:german-genügend.mp3]	sufficient
der Zucker [sound:german-der Zucker.mp3]	sugar
empfehlen [sound:german-empfehlen.mp3]	suggest
der Anzug [sound:german-der Anzug.mp3]	suit
passen [sound:german-passen.mp3]	suit (verb)
der Sommer [sound:german-der Sommer.mp3]	summer
die Sonne [sound:german-die Sonne.mp3]	sun
der Sonntag [sound:german-der Sonntag.mp3]	Sunday
das Abendessen [sound:german-das Abendessen.mp3]	supper
unterstützen [sound:german-unterstützen.mp3]	support
die Oberfläche [sound:german-die Oberfläche.mp3]	surface
die Ueberraschung [sound:german-die Ueberraschung.mp3]	surprise
süss [sound:german-süss.mp3]	sweet
schwimmen [sound:german-schwimmen.mp3]	swim
die Tisch [sound:german-die Tisch.mp3]	table
nehmen [sound:german-nehmen.mp3]	take
reden [sound:german-reden.mp3]	talk
die Aufgabe [sound:german-die Aufgabe.mp3]	task
der Geschmack [sound:german-der Geschmack.mp3]	taste (noun)
abschmecken [sound:german-abschmecken.mp3]	taste (verb)
Steuern, pl [sound:german-Steuern, pl.mp3]	taxes
der Tee [sound:german-der Tee.mp3]	tea
lehren [sound:german-lehren.mp3]	teach
der Lehrer / die Lehrerin [sound:german-der Lehrer / die Lehrerin.mp3]	teacher
reissen [sound:german-reissen.mp3]	tear (verb)
Tränen, pl [sound:german-Tränen, pl.mp3]	tears
die Technik [sound:german-die Technik.mp3]	technique
das Telefon [sound:german-das Telefon.mp3]	telephone
das Fernseher [sound:german-das Fernseher.mp3]	television
erzählen [sound:german-erzählen.mp3]	tell
die Temperatur [sound:german-die Temperatur.mp3]	temperature
zehn [sound:german-zehn.mp3]	ten
die Spannung [sound:german-die Spannung.mp3]	tension
das Semester [sound:german-das Semester.mp3]	term
testen [sound:german-testen.mp3]	test
danken [sound:german-danken.mp3]	thank
danke [sound:german-danke.mp3]	thank you
das [sound:german-das.mp3]	that
der, die, das [sound:german-der, die, das.mp3]	the
die [sound:german-die.mp3]	the( plural)
das Theater [sound:german-das Theater.mp3]	theater
ihre [sound:german-ihre.mp3]	their
dann [sound:german-dann.mp3]	then
dort [sound:german-dort.mp3]	there
deswegen [sound:german-deswegen.mp3]	therefore
diese [sound:german-diese.mp3]	these
dick [sound:german-dick.mp3]	thick
dünn [sound:german-dünn.mp3]	thin
die Sache / das Ding [sound:german-die Sache / das Ding.mp3]	thing
denken [sound:german-denken.mp3]	to think
der Durst [sound:german-der Durst.mp3]	thirst
dreizehn [sound:german-dreizehn.mp3]	thirteen
dreißig [sound:german-dreissig.mp3]	thirty
heute morgen [sound:german-heute morgen.mp3]	this morning
der Gedanke [sound:german-der Gedanke.mp3]	thought
tausend [sound:german-tausend.mp3]	thousand
der Faden [sound:german-der Faden.mp3]	thread
drei [sound:german-drei.mp3]	three
werfen [sound:german-werfen.mp3]	throw
der Daumen, die Daumen [sound:german-der Daumen.mp3]	thumb
der Donner [sound:german-der Donner.mp3]	thunder
der Donnerstag [sound:german-der Donnerstag.mp3]	Thursday
so, darum [sound:german-so, darum.mp3]	thus
die Fahrkarte [sound:german-die Fahrkarte.mp3]	ticket
die Kravatte [sound:german-die Kravatte.mp3]	tie
der Tiger [sound:german-der Tiger.mp3]	tiger
bis [sound:german-bis.mp3]	till
die Zeit [sound:german-die Zeit.mp3]	time
mal [sound:german-mal.mp3]	times (many)
winzig [sound:german-winzig.mp3]	tiny
der Reifen [sound:german-der Reifen.mp3]	tire
müde [sound:german-müde.mp3]	tired
der Titel [sound:german-der Titel.mp3]	title
zu [sound:german-zu.mp3]	to
dir [sound:german-dir.mp3]	to you
heute [sound:german-heute.mp3]	today
die Zehe [sound:german-die Zehe.mp3]	toe
zusammen [sound:german-zusammen.mp3]	together
die Toilette [sound:german-die Toilette.mp3]	toilet
die Tomate [sound:german-die Tomate.mp3]	tomato
morgen [sound:german-morgen.mp3]	tomorrow
der Ton / der Klang [sound:german-der Ton / der Klang.mp3]	tone
die Zange [sound:german-die Zange.mp3]	tongs
die Zunge [sound:german-die Zunge.mp3]	tongue
zu viel [sound:german-zu viel.mp3]	too much
der Zahn [sound:german-der Zahn.mp3]	tooth
die Zahnbürste [sound:german-die Zahnbürste.mp3]	toothbrush
die Schildkröte [sound:german-die Schildkröte.mp3]	tortoise
total [sound:german-total.mp3]	total
berühren [sound:german-berühren.mp3]	touch
der Turm [sound:german-der Turm.mp3]	tower
die Stadt [sound:german-die Stadt.mp3]	town
der Handel [sound:german-der Handel.mp3]	trade
Ver [sound:german-Ver.mp3]	traffic
ehrgeizig [sound:german-ehrgeizig.mp3]	ambitious
Amerikaner [sound:german-Amerikaner.mp3]	American
ärgerlich [sound:german-ärgerlich.mp3]	annoying
blondine [sound:german-blondine.mp3]	blonde
langweilig [sound:german-langweilig.mp3]	boring
tapfer [sound:german-tapfer.mp3]	brave
unbesonnen [sound:german-unbesonnen.mp3]	careless
vorsichtig [sound:german-vorsichtig.mp3]	cautious
bestimmt [sound:german-bestimmt.mp3]	certain
charmant [sound:german-charmant.mp3]	charming
fröhlich [sound:german-fröhlich.mp3]	cheerful
Chinesisch [sound:german-Chinesisch.mp3]	Chinese
eingebildet [sound:german-eingebildet.mp3]	conceited
herkömmlich [sound:german-herkömmlich.mp3]	conventional
feigling [sound:german-feigling.mp3]	coward
verrückt, Nüsse [sound:german-verrückt, Nüsse.mp3]	crazy, nuts
grausam [sound:german-grausam.mp3]	cruel
schwierig [sound:german-schwierig.mp3]	difficult
unangenehm [sound:german-unangenehm.mp3]	disagreeable
dumm, langweilig [sound:german-dumm, langweilig.mp3]	dull, boring
Englisch [sound:german-Englisch.mp3]	English
unecht [sound:german-unecht.mp3]	fake
Fett [sound:german-Fett.mp3]	fat
wenige, ein wenig [sound:german-wenige, ein wenig.mp3]	few, a little
Französisch [sound:german-Französisch.mp3]	French
lustig, amüsant [sound:german-lustig, amüsant.mp3]	fun, amusing
komisch, komisch [sound:german-komisch, komisch.mp3]	funny
General [sound:german-General.mp3]	general
Deutsch [sound:german-Deutsch.mp3]	German
hoch, hoch [sound:german-hoch, hoch.mp3]	high, tall
intelligent [sound:german-intelligent.mp3]	intelligent
Art [sound:german-Art.mp3]	kind
entspannend [sound:german-entspannend.mp3]	laid-back
faul [sound:german-faul.mp3]	lazy
wenig, klein [sound:german-wenig, klein.mp3]	little, small
niedrig, kurz [sound:german-niedrig, kurz.mp3]	low, short
niedrig [sound:german-niedrig.mp3]	<span style=" font-style: normal; font-weight: normal;">humble,&nbsp;</span>mean (adj), low, base
bescheiden [sound:german-bescheiden.mp3]	modest
launisch [sound:german-launisch.mp3]	moody
naiv [sound:german-naiv.mp3]	naive
engstirnig [sound:german-engstirnig.mp3]	narrow-minded
nett [sound:german-nett.mp3]	nice (person)
vollkommen [sound:german-vollkommen.mp3]	perfect
Persönlicher [sound:german-Persönlicher.mp3]	personal
fromm [sound:german-fromm.mp3]	pious
höflich [sound:german-höflich.mp3]	polite
ziemlich [sound:german-ziemlich.mp3]	pretty
schnell, schnell [sound:german-schnell, schnell.mp3]	rapid, fast
realistisch [sound:german-realistisch.mp3]	realistic
zuverlässig [sound:german-zuverlässig.mp3]	reliable
jämmerlich [sound:german-jämmerlich.mp3]	sad
egoistisch [sound:german-egoistisch.mp3]	selfish
empfindlich [sound:german-empfindlich.mp3]	sensitive
schüchtern [sound:german-schüchtern.mp3]	shy
dumm, stumm [sound:german-dumm, stumm.mp3]	silly, dumb
schlank [sound:german-schlank.mp3]	slender, slim
Spanisch [sound:german-Spanisch.mp3]	Spanish
streng [sound:german-streng.mp3]	strict
störrisch [sound:german-störrisch.mp3]	stubborn
gesprächig [sound:german-gesprächig.mp3]	talkative
vertrauenswürdig [sound:german-vertrauenswürdig.mp3]	trustworthy
hässlich [sound:german-hässlich.mp3]	ugly
verschieden [sound:german-verschieden.mp3]	various
schwach [sound:german-schwach.mp3]	weak
unheimlich [sound:german-unheimlich.mp3]	weird
jung [sound:german-jung.mp3]	young
Hallo [sound:german-Hallo.mp3]	Hello
Guten Morgen [sound:german-Guten Morgen.mp3]	Good Morning
Guten Abend [sound:german-Guten Abend.mp3]	Good Evening
